opp_created_at,symbol,base,quote,buy_at,sell_at,invest.min.base,invest.min.quote,invest.min.profit,invest.min.profit_percent,invest.max.base,invest.max.quote,invest.max.profit,invest.max.profit_percent,profit_loop_percent
2019-09-12T00:01:17.876Z,DCR/BTC,DCR,BTC,poloniex,kucoin,1e-06,2.2152199999999997e-09,2.21522e-12,0.1,0.0071,1.5728062000000002e-05,9.82293519999998e-08,0.6245483518566991,-0.1015
2019-09-12T00:01:47.547Z,DCR/BTC,DCR,BTC,binance,kucoin,0.001,2.218011355762568e-06,2.218011355762568e-09,0.1,0.047799999999999995,0.00010602094280545074,6.840013687437906e-07,0.6451568441519506,0.2159
2019-09-12T00:02:47.837Z,DCR/BTC,DCR,BTC,exmo,kucoin,0.01,2.22155e-05,2.22155e-08,0.1,0.0355,7.886502499999999e-05,3.0565713000000113e-07,0.3875699399068233,-0.1355
2019-09-12T00:03:50.214Z,DCR/BTC,DCR,BTC,poloniex,kucoin,1e-06,2.2152199999999997e-09,2.21522e-12,0.1,0.0071,1.5728062000000002e-05,9.858399700000268e-08,0.6268032069049745,-0.0989
2019-09-12T00:04:18.039Z,DCR/BTC,DCR,BTC,binance,kucoin,0.001,2.2181546177072846e-06,2.2181546177072846e-09,0.1,0.047799999999999995,0.0001060277907264082,6.789198248653971e-07,0.6403225231932513,0.1727
2019-09-12T00:05:18.453Z,DCR/BTC,DCR,BTC,exmo,kucoin,0.01,2.2227000000000003e-05,2.2227000000000004e-08,0.1,0.0355,7.890585e-05,2.654597699999907e-07,0.33642596841677863,-0.1861
2019-09-12T00:06:17.889Z,DCR/BTC,DCR,BTC,poloniex,kucoin,1e-06,2.2152199999999997e-09,2.21522e-12,0.1,0.0071,1.5728062000000002e-05,9.858399700000268e-08,0.6268032069049745,-0.0989
2019-09-12T00:06:47.786Z,DCR/BTC,DCR,BTC,binance,kucoin,0.001,2.218186417273412e-06,2.218186417273412e-09,0.1,0.0427,9.471656001757469e-05,6.0848214840773e-07,0.6424242479824288,0.1731
2019-09-12T00:08:48.660Z,DCR/BTC,DCR,BTC,poloniex,kucoin,1e-06,2.2152199999999997e-09,2.21522e-12,0.1,0.0071,1.5728062000000002e-05,9.886771299999975e-08,0.6286070909435615,-0.0971
2019-09-12T00:09:17.854Z,DCR/BTC,DCR,BTC,binance,kucoin,0.001,2.219606436957933e-06,2.2196064369579327e-09,0.1,0.04820000000000001,0.00010698503026137238,6.175792963662486e-07,0.5772576732066687,0.1749
2019-09-12T00:10:18.052Z,DCR/BTC,DCR,BTC,exmo,kucoin,0.01,2.22264e-05,2.2226400000000002e-08,0.1,0.0359,7.979277600000001e-05,2.7311966099998485e-07,0.3422862001943444,-0.1802
2019-09-12T00:10:48.300Z,ZIL/BTC,ZIL,BTC,kucoin,bittrex,1,6.7e-07,6.700000000000001e-10,0.1,283.0046,0.000189613082,2.1593250979999848e-06,1.1388059701492455,0.6342
2019-09-12T00:11:18.183Z,DCR/BTC,DCR,BTC,poloniex,kucoin,1e-06,2.2152199999999997e-09,2.21522e-12,0.1,0.0071,1.5728062000000002e-05,9.922235799999827e-08,0.6308619459918091,-0.0948
2019-09-12T00:11:47.980Z,DCR/BTC,DCR,BTC,binance,kucoin,0.001,2.2202089893537263e-06,2.2202089893537262e-09,0.1,0.043000000000000003,9.546898654221023e-05,5.287061202475662e-07,0.5537988192781396,0.1767
2019-09-12T00:12:48.231Z,DCR/BTC,DCR,BTC,exmo,kucoin,0.01,2.22552e-05,2.22552e-08,0.1,0.0358,7.9673616e-05,1.7047924200000382e-07,0.21397201552895984,-0.3088
2019-09-12T00:14:02.914Z,DCR/BTC,DCR,BTC,poloniex,kucoin,1e-06,2.2152199999999997e-09,2.21522e-12,0.1,0.0071,1.5728062000000002e-05,9.943514499999825e-08,0.6322148590207632,-0.0935
